-0.0007142873,-0.00830501,1.3545408,-0.003829309,0.5288062,-0.0016432389,0.35687497,-0.0009174172,-0.0066577783,0.44473094,-0.00330708,0.63067615,-0.004838789,-8.447468e-07,-0.009125627,0.078119546,-0.0037340794,0.20799766,-0.0013565767,-0.005172377,-0.0011819565,-0.0015656283,-0.0017041805,0.034791376,0.6065615,-0.0006510829,-0.0014169702,-0.00047420795,-0.006558883,-0.011506023,0.26192015,0.3218404,-0.009304479,-0.0034678124,0.26817852,-0.0009974915,-0.0034348338,0.36632675,-0.009434455,-0.0016896134,-0.004552818,-0.0046177865,0.5289589,0.46106565,-0.0062402263,-0.005475102,-0.003025884,0.29837126,-0.0122004375,0.4725039,0.48171753,0.1565204,-0.0095027415,1.2791156,-0.0010968274,0.44982958,0.22267988,0.7563405,0.27918062,-0.0015507808,-0.0077957753,-0.0018255996,-0.004706806,-0.006211021
0.038924977,-0.0037180912,0.9492528,0.31110504,-0.0023965696,-0.004584509,-0.0015164679,0.017067952,-0.00397767,-0.001615011,0.96169364,-0.0017189267,-0.0060080183,0.39679408,-0.0005651707,0.10173899,-0.0006037653,0.16617444,-0.004974697,0.58254635,0.13784316,0.024744261,-0.0027847644,0.8193077,0.20875654,0.13757321,0.11047176,-0.005651952,-0.006088244,0.4533136,-0.0082629835,0.62822926,0.10507182,0.030051522,-0.00057292485,-0.0025277275,0.82087326,-0.0056467406,-0.0004228452,0.20161253,0.2597879,-0.0065196734,1.121559,1.019715,-0.0062712356,-0.0074468916,1.6306405,0.4819793,-0.017585937,-0.00050598144,-0.0047914786,-0.007449321,0.27096057,0.57418257,0.9298957,0.74306977,0.95667744,0.072325654,-0.0046891305,-0.0031428305,-0.003982152,0.22750048,-0.0013513422,-0.0036977318
-0.008463024,-0.0008473334,0.96399486,-0.0050020996,-0.001244664,1.3187671,0.4415075,-0.0023416048,-0.0026284154,0.5788457,-0.0050381534,0.7570851,0.29904518,0.34741715,-0.008167059,0.077624574,0.11833882,-0.0033795196,-0.0024603908,0.21602857,-0.0020191427,-0.0007712156,0.02056551,-0.006294832,0.5284511,0.03177155,-0.00096583925,0.048074033,-0.006073035,-0.009443291,-0.00353931,-0.00072105584,0.26558033,0.08354465,-0.00124715,-0.00010402903,0.11305486,0.378654,-0.003186684,-0.00060153415,0.09283877,-0.003309744,-0.0015959657,0.6106552,-0.005444444,-0.0004294798,0.47341466,-0.0029251259,-0.0041733095,-0.007855441,-0.0013720476,-0.0030440304,0.95462006,0.83640355,-0.0056345747,0.30437922,0.78635585,0.89027315,-0.0042540533,0.37129927,1.0118182,0.34147102,0.071361095,-0.0016674867
0.10347673,-0.0070200614,1.5399264,-0.002189745,0.58756053,0.006069325,0.6731218,-0.0015055627,0.2676067,0.62744516,-0.006638208,1.3991514,-0.002533909,-0.00023122481,-0.0057364814,-0.002179815,-0.005298036,-0.0008250601,1.0210583,-0.0018622058,-0.012961194,-0.002532964,-0.006659897,0.08649552,-0.002625041,-0.0081875045,-0.0019849495,0.76479197,-0.010273092,-0.0133915655,-0.007874749,0.5260139,-0.005698604,0.8277459,0.41351444,-0.006272215,-0.0013759063,0.50877625,-0.0037135656,-0.010311217,-0.0067918985,0.095486,0.11884533,0.4028548,-0.0071864366,-0.004697809,-0.009058081,0.3020286,-0.009536521,0.28438073,0.096384786,-0.0018807577,0.11529264,1.7320973,0.24858537,-0.0061557423,0.9552558,0.75772953,-0.007818172,-0.0030134278,-0.005196782,-0.004462329,-0.013274062,-0.005718299
-0.002262854,0.5451041,1.3528503,0.03690786,0.48974824,0.9392075,0.85694563,-0.0054411907,-0.0047410615,0.8079172,-0.0037077458,0.20249432,0.11972268,0.69261783,-0.0054610656,-0.0015504223,-0.0021874015,0.6900911,0.005934648,-0.0013770368,-0.004394779,0.103101745,0.103098966,0.2771312,0.6036963,0.10924816,0.06679684,0.67759085,-0.005576758,-0.008387079,-0.007892966,-0.00046799722,-0.011122431,0.3996456,0.036421586,-0.0063896393,0.09034808,-0.0013097961,-8.3056686e-05,-0.0011484615,0.257537,-0.0007090932,0.57066536,0.6420631,-0.0045503234,-0.004814755,-0.00080159685,-0.0024281084,-0.0055247145,0.04579283,0.78315896,0.9480746,-0.0041334815,0.7446332,0.004090674,0.7842033,1.2465475,0.8937119,0.11964682,-0.0020754633,-0.0033548262,0.29681003,-0.00078458106,0.3048069
0.25700814,-0.009459825,1.8741196,-0.0011921355,0.5521413,-0.0013766425,0.43520263,0.03190071,0.7273639,0.56305444,-0.003525612,0.49396706,-7.1993025e-05,0.44907904,-0.006997892,0.050752394,-0.0076483963,0.08411366,-6.6993234e-05,0.1425981,-0.008874855,-0.0033532246,-0.0043873275,0.802692,0.4672723,0.04341414,0.05685613,0.716595,-0.004381003,-0.004617179,-0.0005680203,0.41659704,-0.0027144565,0.7358383,-0.0044434536,-0.0011529905,0.02057968,-4.2093787e-05,-0.0054973224,0.118229896,0.13111329,-0.0050669424,0.033863157,0.7821778,-0.00457527,-0.003135094,0.088610806,-0.002207749,-0.008918582,-0.0042214124,0.18112606,-0.0012699738,-0.0076689925,0.9185949,0.14208198,-0.0026347947,0.30720913,1.2653118,-0.003225475,-0.0031865994,-0.007829771,-0.007843655,-0.0074340883,-0.012741737
0.2058164,-0.0009635498,1.6888367,0.2755494,0.048563424,0.6273472,1.2830956,-0.006368393,0.2824818,0.2367675,0.3141062,0.59904623,-0.0015527587,1.141655,-0.0028218043,0.264525,-0.0020366167,-0.002110312,0.11080931,0.11614257,-0.0035711743,-9.785384e-05,-0.0015106106,0.61112815,0.50449413,-0.003179823,0.3536672,-0.0006006537,-0.01436499,-0.0025916568,-0.009750727,0.32675987,-0.002086587,0.6688094,0.2537589,-0.002230537,-0.007565597,0.41755638,-0.0025474369,-0.0029210912,0.08001968,-2.6685186e-05,0.49281642,0.90858245,-0.006149884,-0.005808224,0.90994465,0.18172014,-0.011897939,-0.0040145884,-0.0037026065,-0.0033447386,0.33097696,0.47234473,-0.0021522134,0.30678213,0.41090813,1.1235684,-0.007033444,-0.0023707629,0.33156022,-0.0012141952,-0.0036615883,0.042597074
0.33362073,-0.0008748758,0.9135629,0.017686784,0.73720413,0.050520122,0.81747043,0.25662047,0.70337224,0.055086225,-0.0007776581,1.1510909,-0.002357528,0.8351667,-0.0071047763,-0.0062561,-0.0047513233,-0.008211195,-0.00072045304,0.12221757,-0.008563447,-0.0039577708,-0.0017220955,-0.0012072148,0.41010183,-0.0005358231,0.21521991,0.5536476,-0.00797656,-0.0073777162,-0.002487363,0.039205067,-0.0028015822,0.77730954,-0.0043404857,-0.0030918678,0.22355947,0.22335301,0.022472009,-0.003475326,0.3178195,0.018958353,0.03826301,0.721725,-0.0031203367,-0.008106623,0.15180525,0.74951166,-0.008391649,0.36201042,0.51274544,-0.0023823655,-0.0014769149,1.0619931,0.8753182,-0.002788624,0.6267879,1.0367888,-0.0040482064,-9.944968e-05,-0.0057203206,-0.0032103192,-0.010832515,-0.0047390936
1.1070155,-0.0020718807,1.2563279,-0.009122434,0.15798078,0.5057899,0.39457834,0.1725122,-0.0053044152,0.31776765,-0.00037609332,0.34816107,-0.0038019903,1.0175961,-0.0049453513,-0.0018807149,0.022661246,-0.008142253,-0.0007048774,0.11556022,-0.004341446,-0.0027455795,-0.00070276146,0.092681825,0.08491464,-0.00688606,-0.0020739245,0.39091814,-0.013625886,-0.010863546,-0.010349555,0.38214752,-0.011386003,1.1884133,0.2585169,-0.0029044738,-0.0067888987,-0.0024118938,-0.008671403,-0.0004942245,-0.002017483,0.6308849,0.22393528,0.4296202,-0.0043822145,-0.0076253554,0.026034312,-0.0029816467,-0.0087612495,-0.0018159184,0.27697065,-0.0044909935,0.06529094,1.3586882,0.14369497,0.5902769,0.9795603,0.50799775,-0.006691399,0.4003025,0.49322277,-0.0024953557,-0.011608687,0.19260634
-0.004376954,0.25006154,1.4573518,0.06467993,-0.00065947307,1.2975762,0.11352389,-0.0037217168,-0.0042319368,0.24443424,-0.001093345,0.8294359,-0.0075191557,0.36431956,-0.010102932,-0.0049641775,-0.0065454002,-0.0013554231,0.11650759,0.49706447,-0.0009703108,-0.0038504913,0.6748587,-0.0029969916,0.9869663,-0.00039476363,-0.00084833597,0.75211173,-0.0107665835,-0.014943615,0.014974743,-0.0037423193,-0.0029649218,0.040498067,0.1889797,-0.0071498062,-0.0036173395,-0.0059702606,0.43186083,-0.003047988,0.027969487,-0.0022458604,-0.0048316624,0.60629904,0.6272336,-0.0038095622,0.13954917,0.10160312,-0.0071345996,-0.002949812,0.6472636,0.1741707,0.2602433,1.3901895,-0.008021966,0.45674703,0.6593738,1.037365,-0.0061454866,0.03332337,0.33019266,-0.0060434607,-0.005015048,-0.013733927
-0.0038094074,0.4571827,0.76567537,-0.0039197323,0.48913282,0.74815214,0.86661613,-0.00043765508,-0.0028013417,0.82171875,-0.00027418413,0.64899844,-0.0010850789,0.9869639,-0.0065432987,-0.003421272,-0.0036601864,0.063429005,0.20216933,-0.0004915582,-0.0069483914,0.61829275,0.04837521,-0.0022301034,0.3191289,-0.0029138783,0.23535559,0.904318,-0.0009755301,-0.005115752,-0.0031233754,-0.0030003781,-0.0056333076,0.57610965,0.04472995,-0.002045545,-0.0037688618,-0.001465439,-0.0057898215,0.12304087,-0.002252811,-0.0053226613,-0.0014992054,0.45909995,-0.0038278566,-0.013084106,-0.001091638,0.11692072,-0.0041935146,-0.0032848578,0.48270357,-0.0008366952,-0.0005659876,0.62598544,0.5568739,0.31938922,0.5507933,0.80106413,-0.0017579168,0.3045922,0.2743933,0.52289104,-0.0053463993,-0.0016019267
0.41169554,0.018727828,1.3503886,0.11384628,-0.00020752211,0.8450341,0.38415086,0.29231155,-0.007628971,0.8680183,0.1641994,0.3615045,-0.0058737444,0.67766577,-0.012738713,-0.0020013843,-0.0031116747,0.22697319,0.6181555,-0.0056060776,-0.0072076516,-0.0011554115,0.8503334,-0.0041094515,0.33249527,-0.0046298,0.24591264,-0.0094899,-0.003267078,-0.008682424,-0.001370047,0.1775164,-0.013947604,-0.0005966531,0.6320459,-0.006531491,0.12662493,-0.0048314393,-0.0013501262,-0.0018120246,-0.0010537998,0.3725717,0.028484762,0.08612792,0.03573303,-0.0038611721,-0.0058811633,-0.0004202982,-0.007823879,-0.0061678486,0.4399643,0.1490055,0.030114423,1.1402985,-0.008507993,0.3303463,0.67916363,1.2393963,0.16610734,0.76945007,-0.0004984188,-0.0070933555,-0.00488682,-0.0040655094
